Pick,Round,Team,Player,Season
60,5,273.l.777818.t.11,273.p.7751,2012
61,6,273.l.777818.t.11,273.p.8277,2012
62,6,273.l.777818.t.6,273.p.23997,2012
63,6,273.l.777818.t.1,273.p.8982,2012
64,6,273.l.777818.t.4,273.p.8825,2012
65,6,273.l.777818.t.7,273.p.8790,2012
66,6,273.l.777818.t.12,273.p.8826,2012
67,6,273.l.777818.t.8,273.p.5477,2012
68,6,273.l.777818.t.5,273.p.9004,2012
69,6,273.l.777818.t.10,273.p.5448,2012
70,6,273.l.777818.t.3,273.p.4256,2012
71,6,273.l.777818.t.2,273.p.9284,2012
72,6,273.l.777818.t.9,273.p.6763,2012
73,7,273.l.777818.t.9,273.p.6405,2012
74,7,273.l.777818.t.2,273.p.25712,2012
75,7,273.l.777818.t.3,273.p.24845,2012
76,7,273.l.777818.t.10,273.p.3950,2012
77,7,273.l.777818.t.5,273.p.9039,2012
78,7,273.l.777818.t.8,273.p.5046,2012
79,7,273.l.777818.t.12,273.p.23996,2012
80,7,273.l.777818.t.7,273.p.9271,2012
81,7,273.l.777818.t.4,273.p.100025,2012
82,7,273.l.777818.t.1,273.p.8329,2012
83,7,273.l.777818.t.6,273.p.8841,2012
84,7,273.l.777818.t.11,273.p.9353,2012
85,8,273.l.777818.t.11,273.p.7760,2012
86,8,273.l.777818.t.6,273.p.9294,2012
87,8,273.l.777818.t.1,273.p.100003,2012
88,8,273.l.777818.t.4,273.p.8281,2012
89,8,273.l.777818.t.7,273.p.100023,2012
90,8,273.l.777818.t.12,273.p.100021,2012
91,8,273.l.777818.t.8,273.p.100033,2012
92,8,273.l.777818.t.5,273.p.100009,2012
93,8,273.l.777818.t.10,273.p.100034,2012
94,8,273.l.777818.t.3,273.p.100026,2012
95,8,273.l.777818.t.2,273.p.100019,2012
96,8,273.l.777818.t.9,273.p.100017,2012
97,9,273.l.777818.t.9,273.p.4587,2012
98,9,273.l.777818.t.2,273.p.25730,2012
99,9,273.l.777818.t.3,273.p.8447,2012
100,9,273.l.777818.t.10,273.p.7867,2012
101,9,273.l.777818.t.5,273.p.24935,2012
102,9,273.l.777818.t.8,273.p.7149,2012
103,9,273.l.777818.t.12,273.p.25427,2012
104,9,273.l.777818.t.7,273.p.2034,2012
105,9,273.l.777818.t.4,273.p.9329,2012
106,9,273.l.777818.t.1,273.p.9295,2012
107,9,273.l.777818.t.6,273.p.8416,2012
108,9,273.l.777818.t.11,273.p.100020,2012
109,10,273.l.777818.t.11,273.p.24846,2012
110,10,273.l.777818.t.6,273.p.24076,2012
111,10,273.l.777818.t.1,273.p.6770,2012
112,10,273.l.777818.t.4,273.p.6390,2012
113,10,273.l.777818.t.7,273.p.9291,2012
114,10,273.l.777818.t.12,273.p.24860,2012
115,10,273.l.777818.t.8,273.p.24892,2012
116,10,273.l.777818.t.5,273.p.7774,2012
117,10,273.l.777818.t.10,273.p.7776,2012
118,10,273.l.777818.t.3,273.p.24932,2012
119,10,273.l.777818.t.2,273.p.9674,2012
120,10,273.l.777818.t.9,273.p.9514,2012
121,11,273.l.777818.t.9,273.p.24831,2012
122,11,273.l.777818.t.2,273.p.25715,2012
123,11,273.l.777818.t.3,273.p.8298,2012
124,11,273.l.777818.t.10,273.p.25711,2012
125,11,273.l.777818.t.5,273.p.24964,2012
126,11,273.l.777818.t.8,273.p.6849,2012
127,11,273.l.777818.t.12,273.p.7544,2012
128,11,273.l.777818.t.7,273.p.8916,2012
129,11,273.l.777818.t.4,273.p.9274,2012
130,11,273.l.777818.t.1,273.p.7180,2012
131,11,273.l.777818.t.6,273.p.8800,2012
132,11,273.l.777818.t.11,273.p.8807,2012
133,12,273.l.777818.t.11,273.p.8561,2012
134,12,273.l.777818.t.6,273.p.100010,2012
135,12,273.l.777818.t.1,273.p.7492,2012
136,12,273.l.777818.t.4,273.p.7847,2012
137,12,273.l.777818.t.7,273.p.24795,2012
138,12,273.l.777818.t.12,273.p.9281,2012
139,12,273.l.777818.t.8,273.p.8332,2012
140,12,273.l.777818.t.5,273.p.25105,2012
141,12,273.l.777818.t.10,273.p.24851,2012
142,12,273.l.777818.t.3,273.p.6337,2012
143,12,273.l.777818.t.2,273.p.24825,2012
144,12,273.l.777818.t.9,273.p.8285,2012
145,13,273.l.777818.t.9,273.p.5463,2012
146,13,273.l.777818.t.2,273.p.8872,2012
147,13,273.l.777818.t.3,273.p.4262,2012
148,13,273.l.777818.t.10,273.p.24813,2012
149,13,273.l.777818.t.5,273.p.8795,2012
150,13,273.l.777818.t.8,273.p.7206,2012
151,13,273.l.777818.t.12,273.p.9391,2012
152,13,273.l.777818.t.7,273.p.25755,2012
153,13,273.l.777818.t.4,273.p.24822,2012
154,13,273.l.777818.t.1,273.p.24830,2012
155,13,273.l.777818.t.6,273.p.7434,2012
156,13,273.l.777818.t.11,273.p.6407,2012
157,14,273.l.777818.t.11,273.p.24033,2012
158,14,273.l.777818.t.6,273.p.23984,2012
159,14,273.l.777818.t.1,273.p.9222,2012
160,14,273.l.777818.t.4,273.p.100008,2012
161,14,273.l.777818.t.7,273.p.9037,2012
162,14,273.l.777818.t.12,273.p.25744,2012
163,14,273.l.777818.t.8,273.p.9030,2012
164,14,273.l.777818.t.5,273.p.7520,2012
165,14,273.l.777818.t.10,273.p.8838,2012
166,14,273.l.777818.t.3,273.p.6765,2012
167,14,273.l.777818.t.2,273.p.6243,2012
168,14,273.l.777818.t.9,273.p.7426,2012
169,15,273.l.777818.t.9,273.p.100002,2012
170,15,273.l.777818.t.2,273.p.7177,2012
171,15,273.l.777818.t.3,273.p.8565,2012
172,15,273.l.777818.t.10,273.p.6824,2012
173,15,273.l.777818.t.5,273.p.8354,2012
174,15,273.l.777818.t.8,273.p.24907,2012
175,15,273.l.777818.t.12,273.p.1111,2012
176,15,273.l.777818.t.7,273.p.9032,2012
177,15,273.l.777818.t.4,273.p.7223,2012
178,15,273.l.777818.t.1,273.p.25742,2012
179,15,273.l.777818.t.6,273.p.23976,2012
180,15,273.l.777818.t.11,273.p.7527,2012
