Pick,Round,Team,Player,Season
114,12,399.l.12514.t.7,399.p.31868,2020
115,12,399.l.12514.t.10,399.p.31074,2020
116,12,399.l.12514.t.2,399.p.27619,2020
117,12,399.l.12514.t.4,399.p.100023,2020
118,12,399.l.12514.t.8,399.p.31919,2020
119,12,399.l.12514.t.3,399.p.28461,2020
120,12,399.l.12514.t.6,399.p.7200,2020
121,13,399.l.12514.t.6,399.p.100003,2020
122,13,399.l.12514.t.3,399.p.31888,2020
123,13,399.l.12514.t.8,399.p.31012,2020
124,13,399.l.12514.t.4,399.p.28465,2020
125,13,399.l.12514.t.2,399.p.29754,2020
126,13,399.l.12514.t.10,399.p.25881,2020
127,13,399.l.12514.t.7,399.p.31017,2020
128,13,399.l.12514.t.1,399.p.27658,2020
129,13,399.l.12514.t.9,399.p.5228,2020
130,13,399.l.12514.t.5,399.p.30995,2020
131,14,399.l.12514.t.5,399.p.7520,2020
132,14,399.l.12514.t.9,399.p.31268,2020
133,14,399.l.12514.t.1,399.p.100007,2020
134,14,399.l.12514.t.7,399.p.29236,2020
135,14,399.l.12514.t.10,399.p.100017,2020
136,14,399.l.12514.t.2,399.p.32732,2020
137,14,399.l.12514.t.4,399.p.27299,2020
138,14,399.l.12514.t.8,399.p.31972,2020
139,14,399.l.12514.t.3,399.p.9265,2020
140,14,399.l.12514.t.6,399.p.30337,2020
141,15,399.l.12514.t.6,399.p.9317,2020
142,15,399.l.12514.t.3,399.p.8565,2020
143,15,399.l.12514.t.8,399.p.27624,2020
144,15,399.l.12514.t.4,399.p.25427,2020
145,15,399.l.12514.t.2,399.p.100011,2020
146,15,399.l.12514.t.10,399.p.32746,2020
147,15,399.l.12514.t.7,399.p.30426,2020
148,15,399.l.12514.t.1,399.p.8826,2020
149,15,399.l.12514.t.9,399.p.27585,2020
150,15,399.l.12514.t.5,399.p.100021,2020
